date,description,Camp,geometry
2021-03-29,"Homeless encampment on MLK Bike path which is city property, transients blocking bike path with unattended property, South side of 3rd and K, need removal from environmental services and San Diego police",True,POINT (-117.16185 32.70793833)
2021-03-29,Encampment,True,POINT (-117.1232025 32.7486187000001)
2021-03-29,Encampment with bicycles and parts present. Drugs at night and trash strewn all over,True,POINT (-117.1069308 32.7554729)
2021-03-29,Homeless men and women verbally and physically threaten me all over town.,True,POINT (-117.1523233 32.7267233000001)
2021-03-29,Abandoned encampment by 16th and Island Public Storage.,True,POINT (-117.150055392 32.71041398)
2021-03-29,1 person camp at 3366 Kurtz (side of building on Sherman Street by steps). Lots of cardboard and junk.,True,POINT (-117.2077601 32.7549814000001)
2021-03-29,REF.  SDPD NEIGHBORHOOD. -  HOMELESS ENCAMPMENT IN THE CALCUTTA AREA OFF OLD SEA WORLD DR -  NEAR THE PEDESTRIAN DRAINAGE BRIDGE. -  NO ONE PRESENT WHEN CHECKED. -   THANK YOU R27 619-517-3213 -,True,POINT (-117.232365 32.759555)
2021-03-29,"Encampment  on the bridge, takes up walk way",True,POINT (-117.159313311 32.723068493)
2021-03-29,Abandoned camp setup.,True,POINT (-117.15179968 32.7106321540001)
2021-03-29,Daytime encamped,True,POINT (-117.134291003 32.7205233760001)
2021-03-29,Homeless encampment throwing doing this ladder and leaving rash around this area,True,POINT (-117.176385257 32.737112548)
2021-03-29,The bushes have been trimmed back from the west side of Pershing and now you can see old camps. Please remove old trash. No more campers.,True,POINT (-117.1370695 32.7327500000001)
2021-03-29,The bushes have been trimmed back from the west side of Pershing and now you can see old camps. Please remove old trash. No more campers.,True,POINT (-117.13673333 32.7337383300001)
2021-03-29,"REF. SDPD. NEIGHBORHOOD. -  SKI BEACH PARK NORTH -  HOMELESS HAVE BERN ADDRESSED SEVERAL TIMES TO CLEAN UP STREWN MATERIAL, TRASH, TENT -  MINIMAL COMPLIANCE. -  MALE AND FEMALE. -  MAY HAVE A DOG. -  INCLUDING SEVERAL WITH MATERIAL STREWN ON PICNIC BENC",True,POINT (-117.233404 32.7777560000001)
2021-03-29,I am reporting that there have been many camps on 14th St. and national Avenue. They are both on 14th and national. The area is very bad. They are using drugs. They are blocking sidewalk access.,True,POINT (-117.151893252 32.7056147420001)
2021-03-29,Encampment,True,POINT (-117.205896584 32.7907206720001)
2021-03-29,2415 Homeless person camping out in front of business and disrupting it. Across from historic cemetery.,True,POINT (-117.193492 32.7515000000001)
2021-03-29,Homeless man doing meth in the park,True,POINT (-117.189893154 32.7582514100001)
2021-03-29,Homeless camp on Ivy side of Ballast Point brewery side walk for 2 months,True,POINT (-117.1694798 32.7276533)
2021-03-29,Multiple encampments.,True,POINT (-117.157486942 32.713653268)
2021-03-29,Multiple encampments.,True,POINT (-117.15733333 32.713775)
2021-03-29,Encampments......Please help as it's growing. Thank you,True,POINT (-117.147033736 32.740925153)
2021-03-29,Encampment starting over again. The same people are gathering with their junk and trash. Drugs and drinking. Loud music day and night and they are very noisy.,True,POINT (-117.1151284 32.7014074)
2021-03-29,Homeless,True,POINT (-117.2463613 32.7463846800001)
2021-03-29,Abandoned encampment on C Street between 9th & 10th Avenue.,True,POINT (-117.156154144 32.716710983)
2021-03-29,Bums In Tents Next To Freeway,True,POINT (-117.148472928 32.717193324)
2021-03-29,Homeless camp,True,POINT (-117.059927674 32.7652935990001)
2021-03-29,Homeless encampment blocking sidewalk same place as always.  LOA on file at Mc Donald's please make them leave,True,POINT (-117.249927968 32.797626725)
2021-03-29,Encampment near darnall elementary. Very near where a fire at an encampment was a few months ago.,True,POINT (-117.065418 32.7482648000001)
2021-03-29,Huge white camper with broken windshield and red strip down the side. Says Flair. All shades drawn and no license plates. Has been around awhile.,True,POINT (-117.154868729 32.790984048)
2021-03-29,Encampment,True,POINT (-117.05898617 32.7662958870001)
2021-03-29,Encampment,True,POINT (-117.100339554 32.751035463)
2021-03-29,"Homeless living on top of me and my neighbor too close for comfort. It?s been going on too long  living behind out houses with only a fence separating us, we?ve complained so many times. There has to be clean up behind out homes to reduce the cover they",True,POINT (-117.1657815 32.8213797000001)
2021-03-29,Several homeless have been setting up camp behind the fence of my house located on Balboa Ave. There are several overgrown trees that they live behind. I do not feel safe and neither do my neighbors. I can hear them screaming and cursing obscenities duri,True,POINT (-117.165433739 32.8211684510001)
2021-03-29,Homeless camp blocking sidewalk. Lots of trash.,True,POINT (-117.169266836 32.721851594)
2021-03-29,"The encampment behind the Riverdale Commerce Park continues to grow and become a further problem to tents and patrons. The transient population has been seen hight on drugs, starting fires, bathing at hose spigots, and even enter private membership busin",True,POINT (-117.1013114 32.7896047)
2021-03-30,"Homeless encampment transients blocking sidewalk with tent 6 th ave bridge , between cedar and  elm  eastside",True,POINT (-117.1594583 32.7233420000001)
2021-03-30,Homeless belongings partially blocking AT&T driveway and gate on Acorn St.  Growing  encampment behind transformer and onto sidewalk at southwest corner. Belongings and possibly encampment starting in front of AT&T building.,True,POINT (-117.0662147 32.7599953000001)
2021-03-30,Large encampment on the north side of E between 8th & 9th.,True,POINT (-117.157103938 32.7147922620001)
2021-03-30,Encampment,True,POINT (-117.058967426 32.7662403260001)
2021-03-30,Homeless encampment blocking pedestrian right away,True,POINT (-117.163823508 32.7261598210001)
2021-03-30,Encampment/code enforcement,True,POINT (-117.13817783 32.74825353)
2021-03-30,"Please clean the encampments from my neighborhood! These encampments are bringing mice and rats to my community. I repeatedly find trash, human feces, vomit, etc in my neighborhood. Please clean it and enforce laws that are in place to keep this repeated",True,POINT (-117.126254923 32.75739917)
2021-03-30,Homeless are taking over the city,True,POINT (-117.256332412 32.7946051800001)
2021-03-30,"Encampment with lots of junk. Located west of La Jolla Blvd, north of Tourmaline St., south of Casa del Norte Apartments in Tourmaline Canyon. Pile of junk next to chainlink fence near the above-ground pipe. Most importantly, the storm drain running UNDE",True,POINT (-117.260711406 32.8066243600001)
2021-03-30,"Homeless tent (sometimes), trash, poop, small dumped items such as pillows, plastic boxes, ext.",True,POINT (-117.0896884 32.7527630000001)
2021-03-30,Hideous box van/rv conversion camping on street.,True,POINT (-117.210355091 32.7385919880001)
2021-03-30,Multiple homeless in this area 4700 Guymon St sleep at night and leave multiple debri all over.,True,POINT (-117.0934757 32.7123565000001)
2021-03-30,Encampments,True,POINT (-117.233416457 32.7752360420001)
2021-03-30,The map pin shows the entrance to the canyon. Encampment is deeper in the canyon not visible from the entrance.,True,POINT (-117.0576782 32.7466565)
2021-03-30,Encampment forming that several homeless now use. It?s growing with additional garbage and refuse.,True,POINT (-117.145913523 32.761021744)
2021-03-30,Homeless at McDonald?s keep coming harassing customers all ready call the 619-530-2000 and nothing happens we have the letter of agency.,True,POINT (-117.15393783 32.718532054)
2021-03-30,"3-30-21: Neighbors I living in the Villa Monterey HOA/COA have noticed an Encampment in Shepherd?s Canyon, near Clairemont Mesa Blvd. You can see it from the *upper* sidewalk path on Tierrasanta Ridge, above where the sidewalk dips down to the canyon its",True,POINT (-117.107779867 32.829334499)
2021-03-30,"Homeless living in RV in front of my student complex. They have been parked here for over 7 days, my name is Kaysee Hayes i am the Manager.",True,POINT (-117.062379906 32.7638970190001)
2021-03-30,Homeless encampment A long city sidewalk on 41st and El Cajon Blvd.,True,POINT (-117.107196485 32.755502506)
2021-03-30,destruction of state property fence the divides home and freeway was cut by homeless living in illegal encampment  behind my home.  needles of drugs have been found thrown into yard,True,POINT (-117.14802722 32.711747728)
2021-03-30,Encampment and trash - located just west of 1660 HCN. On a hillside just behind SDGE transformer. On the north side of HCN. Look for hole in fence and garbage is located there.,True,POINT (-117.179641845 32.759725873)
2021-03-30,An encampment with a number of homeless people with tents and a lot of trash and drug paraphernalia.,True,POINT (-117.153893204 32.763529045)
2021-03-30,Homeless encampment in front of Casa Castillo on Rosecrans,True,POINT (-117.207494263 32.748550315)
2021-03-30,RVs been parked here for multiple days oversize vehicle in a single parking place also they have a tent rectified behind a vehicle numerous homeless people gathering in the area obvious drug use this as a family part with many children they need to be ma,True,POINT (-117.235111445 32.772178575)
2021-03-30,"2 + homeless men have been camping on the beach at the north side of the pier entrance for over a week. One individual has placed items on the seawall taking up approximately 20 feet of it. The same person draws chalk ?art? where people sit, taking up mo",True,POINT (-117.2510628 32.7468659000001)
2021-03-30,Transient camp,True,POINT (-117.003563046 32.577651797)
2021-03-30,Encampment,True,POINT (-117.06301389 32.7643916700001)
2021-03-30,"Homeless encampment on MLK Bike path south side of third and K , transients have been camping on city bike path for weeks leaving property unattended blocking access on bike path, need removal from environmental services and San Diego police",True,POINT (-117.16179717 32.70791167)
2021-03-30,"Encampment is on the west side of Gilman Drive, about a quarter of a mile south of Via Alicante. It's a chronic site that's been cleaned up before, and there is once again a lot of trash on the site.",True,POINT (-117.237018703 32.8608040400001)
2021-03-30,Encampment,True,POINT (-117.066101392 32.759763245)
2021-03-30,I am reporting that there have been many transient camps on 14th Ave. They are on both sides of the street. There's a lot of drug activity in the area. They've taken over the sidewalk. Please clear the area.,True,POINT (-117.151843567 32.7056701770001)
2021-03-30,Tents blocking sidewalk,True,POINT (-117.163878222 32.723230002)
2021-03-30,I am reporting that there have been a lot of transient camps on both sides of national Avenue. They are taking over the sidewalks. The area has been over ran with transient camps. There is no longer a room on the sidewalk. There's major drugs in the area,True,POINT (-117.152034672 32.705583011)
2021-03-30,I am reporting that there has been a lot of transient camps on 14th and K St. They are overwhelming the area. A wheelchair cannot pass by on the sidewalk. There's drug use in the area. Please have this area cleared.,True,POINT (-117.15176383 32.70872833)
2021-03-30,"Between Camino Del Este and Mission Center Road. Several homeless with shopping carts, under picnic tables, sleeping on picnic tables , under bridges, alongside the pathway, blocking the pathway. Getting worse by the day.",True,POINT (-117.148454768 32.771374483)
2021-03-30,Large encampment on the north side of E between 8th & 9th.,True,POINT (-117.156933209 32.7148005720001)
